node_id,node_type,node_name
W4395464345,Paper,Fe<sub>3</sub>O<sub>4</sub>/CoFe<sub>2</sub>O<sub>4</sub> core-shell nanoparticles with enhanced magnetic properties for hyperthermia application
W4398243746,Paper,Dependence temperature on effective mass and susceptibility in quantum well-wires
W4399210653,Paper,Service quality as the source of competitive advantage in higher education: The difference between students´ expectations and perceptions
W4401433803,Paper,Accelerated and hybrid orthodontic treatment using a combination of 2D lingual appliance and in-house aligner: An anterior cross-bite and TMD case report after 1-year follow-up
W4401742244,Paper,Rapid and Efficient Dual Detection Of Zn<sup>2+</sup> Ions and Oxytetracycline Hydrochloride Using a Responsive Fluorescent “On‐Off” Sensor Based on Simple Salen‐Type Schiff Base Ligand
W4402307212,Paper,Mapping heavy mineral deposits on the coast of the state of Rio Grande do Sul (Brazil) using orbital and proximal remote sensing
W4402723512,Paper,Unveiling Versatile Electronic Properties and Contact Features of Metal–Semiconductor Graphene/γ-Ge<sub>2</sub>SSe van der Waals Heterostructures
W4402988558,Paper,High variability phonetic training facilitates categorical perception of Mandarin lexical tones in L2 older adults: A link to auditory processing
W4403344039,Paper,Reconstructing suspended sediment concentrations in the Mekong River Basin via semi-supervised-based deep neural networks
W4403488549,Paper,"The roles of supply chain integration, eco-design and digital transformation in improving sustainable construction performance"
W4403843479,Paper,Improvements of facial profile and smile aesthetic using temporary anchorage devices and botulinum toxin: a case report
W4404245825,Paper,Improved photocatalytic decomposition of carbaryl pesticide in wastewater using ZnO nanorods
W4405932039,Paper,"Raman activity and high electron mobility of piezoelectric semiconductor GaSiX<sub>2</sub> (X = N, P, and As) toward flexible nanoelectronic devices"
W4406047420,Paper,"Synthesizing Realistic Data with GANs: Balancing Quality, Similarity, and Privacy"
W4407918048,Paper,Recent advances in microneedles for enhanced functional angiogenesis and vascular drug delivery
W4410304808,Paper,On an inverse problem for a tempered fractional diffusion equation
W4412356220,Paper,Qualitative investigation of electrical conductivity in three-layer graphene structures
W3135986232,Paper,Multidisciplinary design optimization for sustainable design using building information modeling
W3165013452,Paper,Welcome to work in Taiwan! Investigation of international students' employment opportunities
W3210289654,Paper,"COPPER HEXACYANOFERRATE (II): SYNTHESIS, CHARACTERIZATION, AND CESIUM, STRONTIUM ADSORBENT APPLICATION"
W4226253103,Paper,"Explaining gender differences in entrepreneurship: the impact of motivations, success factors and business training on the performance of microenterprises in central Vietnam"
W4226292747,Paper,Optimization Agricultural Supply Chain: A Case Study of Fertilizer Supplier Selection
W4283773892,Paper,Service-Dominant Logic: A Model of Service Satisfaction and Its Antecedents
W4283790096,Paper,Integrity of API 5L X56 Offshore Pipeline Subjected to Girth Weld Anomalies and Corrosion Using Probabilistic Methods
W4293582204,Paper,Correcting for digital image correlation speckle inversion at high temperature using color cameras
W4313592827,Paper,Electronic and optical properties of thiogermanate AgGaGeS<sub>4</sub>: theory and experiment
W4376454465,Paper,The solvent effect on the morphology and molecular ordering of benzothiadiazole-based small molecule for inkjet-printed thin-film transistors
W4385282694,Paper,Utilizing Electronic Dictionaries: Voice from Vietnamese EFL Learners
W4386123363,Paper,Impact of Ownership Structure and Business Diversifications on the Risk-Taking Behaviors of Insurance Companies in Vietnam
W4388574092,Paper,"Three out of one: revising the species delimitation of the tree fern <i>Gymnosphaera salletii</i> (Cyatheaceae), with particular reference to the foliar nectary"
W4391506647,Paper,Improving secrecy performance of NOMA networks with multiple non-colluding eavesdroppers employing multiple aerial reconfigurable intelligent surfaces
W4391608160,Paper,Final value problem governed by a class of time‐space fractional pseudo‐parabolic equations with weak nonlinearities
W4393089136,Paper,Influences of critical success factors on nonprofit outcomes of ODA education construction projects: a case of Vietnam
W4394767200,Paper,Renormalization group improvement for thermally resummed effective potential
W4396585527,Paper,"Resistance Mutation Patterns among HIV-1-Infected Children and Features of the Program for Prevention of Mother-to-Child Transmission in Vietnam’s Central Highlands and Southern Regions, 2017–2021"
W4401207717,Paper,A new possibilistic-based clustering method for probability density functions and its application to detecting abnormal elements
W4402136902,Paper,Algae Windows: A Novel Approach TowardsSustainable Building Design and EnergyConservation
W4402414367,Paper,Treatment of heavy metal in the plating wastewater by electrocoagulation
W4402687087,Paper,Advances in Offshore Aquaculture and Renewable Energy Production
W4403137041,Paper,Enhanced catalytic reduction through in situ synthesized gold nanoparticles embedded in glucosamine/alginate nanocomposites
W4403714892,Paper,"<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mo stretchy=""false"">(</mml:mo> <mml:mi>g</mml:mi> <mml:mo>−</mml:mo> <mml:mn>2</mml:mn> <mml:msub> <mml:mo stretchy=""false"">)</mml:mo> <mml:mrow> <mml:mi>e</mml:mi> <mml:mo>,</mml:mo> <mml:mi>μ</mml:mi> </mml:mrow> </mml:msub> </mml:math> anomalies and decays <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""> <mml:mrow> <mml:mi>h</mml:mi> <mml:mo>,</mml:mo> <mml:mtext> </mml:mtext> <mml:mi>Z</mml:mi> <mml:mo stretchy=""false"">→</mml:mo> <mml:msub> <mml:mrow> <mml:mi>e</mml:mi> </mml:mrow> <mml:mrow> <mml:mi>b</mml:mi> </mml:mrow> </mml:msub> <mml:msub> <mml:mrow> <mml:mi>e</mml:mi> </mml:mrow> <mml:mrow> <mml:mi>a</mml:mi> </mml:mrow> </mml:msub> </mml:mrow> </mml:math> in 3-3-1 models with inverse seesaw neutrinos"
W4407065569,Paper,Overview of integrated reporting: biliometric analysis
W4407130611,Paper,Personalized Stress Detection for University Students Using Wearable Devices
W4407170082,Paper,"Coastal environmental changes in Ninh Thuan Province, South-Central Vietnam"
W4408169239,Paper,Enhanced Patient Satisfaction with Digital Impressions Using 3Shape TRIOS 3 Move Scanner for Single-Implant Crowns
W4408621636,Paper,A Hybrid P&O and PV Characteristics Simulation Method for GMPPT in PV Systems Under Partial Shading Conditions
W4409109198,Paper,Identifying defective casting products using hierarchical defect recognition architecture: A computer vision approach
W4410502105,Paper,THE TRANSFORMATION OF PUBLIC UNIVERSITIES IN VIETNAM AND THEIR ROLE IN NATIONAL INNOVATION SYSTEMS
W4410630703,Paper,Intelligent Fuzzy Multi-Criteria Decision-Making for Energy-Saving Building Designs in Construction
W4411096246,Paper,Platinum clusters Pt<sub><i>n</i></sub><sup>+/0/–</sup> (<i>n</i> = 3–21): from triangles to remarkable tubular architectures
W4411506904,Paper,"MA Students’ Perceptions and Experiences with the Gemini App in English Language Learning: A Mixed-Methods Study at Van Lang University, Vietnam"
W4412631044,Paper,"One-pot production of bio-based 2-methyltetrahydrofuran and 2,5-dimethyltetrahydrofuran: a review of heterogeneous catalytic approaches"
W3090257619,Paper,Synthesis of Poly (Styrene Sulfonate) Coated Gd3+ Poly (Lactide-Co-Glycolic Acid) Perfluoro Bromide Nanoparticles for Stem Cell Monitoring Using Magnetic Resonance Imaging
W3136535389,Paper,Balancing control for single-wheel unicycle Robot using the Sliding mode controller
W3200750355,Paper,Study on performance evaluation and optimization of brewers grains hammer mill
W3200882281,Paper,"Digitalization of traditional performance art heritage in Quảng Ninh for conservation, management, and tourism development"
W3212248389,Paper,Design and modeling motorcycle helmets using numerical simulation
W4283721719,Paper,<i>Ab initio</i> investigation of electronic structure and optical properties of IrSn<sub>4</sub>
W4285733410,Paper,"A View of Champā Sites in Phú Yên Province, Vietnam: Toward a Longue Durée of Socio-Religious Context"
W4292373758,Paper,The qualities of dyed YAG:Ce3+@SiO2 for WLEDs via energy conversion
W4296757415,Paper,Factors Affecting Students' English Proficiency at Lac Hong University
W4313907308,Paper,Quantum model of dynamic Stark‐induced degenerate vibronic state by two nonresonant shift‐up lasers for π‐electron angular momentum generation
W4321609955,Paper,Mutator Model with Migration
W4321782111,Paper,"Seasonal Assessment of Ecological and Human Health Risks of Trace Metals in the Saigon River Surface Water, Vietnam"
W4379207090,Paper,Impacts of Task-Based Activities on Learners’ Grammatical Acquisition and Motivation at Dong Nai Technology University
W4385556859,Paper,Characterization and Bioactivity of Piper chaudocanum L. Extract-Doped ZnO Nanoparticles Biosynthesized by Co-Precipitation Method
W4386853765,Paper,Correlation between critical magnetic behavior and griffiths phase in ferromagnetic La<sub>0.7</sub>Sr<sub>0.3</sub>Mn<sub>1−x</sub>Fe<sub>x</sub>O<sub>3</sub> (x = 0.05) nanoparticle
W4386854305,Paper,An Adaptive Homogenization Scheme for Modeling the Effective Elastic Properties of Early Age Concrete
W4387258982,Paper,Integration of Sustainable Development Goals (SDGs) into Institutional Development Strategy: Recommendations for Vietnamese Universities
W4387877661,Paper,"Synthesis, Bioactivity Evaluation, and Molecular Docking Study ofTranilast Analogs as Anticancer Agents"
W4388658227,Paper,Data-driven prediction of the shear capacity of ETS-FRP-strengthened beams in the hybrid 2PKT–ML approach
W4393941056,Paper,CHEMICALLY CROSSLINKED CELLULOSE-BASED HYDROGEL PREPARED FROM RICE STRAW FOR THE REMOVAL OF AQUEOUS HEXAVALENT CHROMIUM ION FROM WASTEWATER
W4396750923,Paper,"Exploring the Role of Institutional Quality, Trade Openness, and Financial Development in Driving the Real Exchange Rate: Evidence in Southeast Asia Countries"
W4396989760,Paper,"Chemical Constituents, Antioxidant, and Antimicrobial Activities of Ethyl Acetate Fractionated Extract from Rhizomes of <i>Zingiber monophyllum</i> Gagnep.: In vitro and in silico Screenings"
W4397008973,Paper,Photorefractivity and photocurrent dynamics of triphenylamine-based polymer composites
W4399212597,Paper,Gravitational waves from domain wall collapses and dark matter in the SM with a complex scalar field
W4399348657,Paper,PREPARATION AND PROPERTIES OF CHITIN HYDROGEL APPLIED AS MOISTURE-SUPPORTER FOR SEED GERMINATION
W4399493353,Paper,A theoretical study of the oxidation of benzene by manganese oxide clusters: formation of quinone intermediates
W4399593830,Paper,"Kinetic Models of Changes in Astaxanthin, Moisture, and Total Aerobic Microbial in Seasoning Powder from <i>Acetes</i> during Storage at Different Conditions"
W4400130597,Paper,"First report on microplastics in a freshwater clam, Corbicula baudoni, in Vietnam"
W4401007185,Paper,"Chemical composition and antibacterial activity of the leaf essential oil of <i>Litsea mekongensis</i> Lecomte growing wild in Lam Dong Province, Vietnam"
W4401020933,Paper,"Solid waste circulation in tourism: a close study of accommodation service establishments in Hoi An City, Vietnam"
W4401993107,Paper,Mobile Devices and the Autonomy in English Language Learning: A Deeper Look at Van Lang University
W4402341077,Paper,"Tube-like Gold Clusters M<sub>2</sub>@Au<sub>17</sub><sup><i>q</i></sup> (M = W, Mo; <i>q</i> = 0, ±1): Structure, Electronic Property, and Optical Nonlinearity"
W4402461726,Paper,Navigating the Convenience Trap with ChatGPT and Google Translate: The Risks of Homogenization in Translation Teaching for Vietnamese Students
W4404595456,Paper,Helical-photon-dressed states determining unidirectional π-electron rotations in aromatic ring molecules
W4405312399,Paper,"Comparative study of alpha-glucosidase inhibition of four Vietnamese medicinal plants <i>Combretum quadrangulare</i>, <i>Dicranopteris linearis</i>, <i>Psychotria adenophylla</i>, and <i>Garcinia schomburgkiana</i>: <i>In vitro</i> and <i>in vivo</i> studies"
W4405869633,Paper,Investigating steeply inclined abandoned mines for unlocking the secrets of water level recovery
W4406056168,Paper,"Destination ambassadorship behaviours intentions: an examination of cruise tourism in Ho Chi Minh City, Vietnam"
W4406609946,Paper,Biomechanics of Adjunctive Maxillary Molar Intrusion using Temporary Anchorage Devices and Power Chain: A Case Series
W4406828371,Paper,IELTS Washback as a High-Stakes Test on Student Learning: A Hierarchical Modelling Study at a Vietnamese University
W4407223794,Paper,"Two-dimensional piezoelectric AlSiX<sub>2</sub> (X = N, P, As) semiconductors with Raman activity, favorable band-gap, and high carrier mobility based on first-principles calculations"
W4408117529,Paper,Impact of sea level rise on the hydrodynamic regime and sediment distribution in the Dong Nai-Sai Gon River basin of Southern Vietnam
W4409983690,Paper,Low-Energy Electron Inelastic Mean Free Path for Liquid Water
W4410855018,Paper,Generative AI-driven Digital Transformation in Education: Systematic Review and Future Research Directions
W4410916652,Paper,Building confidence in the digital age: the effects of online professional development on Vietnamese teachers’ media and information literacy
W4411711385,Paper,Timber price forecasting in Vietnam using graph neural network and LSTM method
W4415696730,Paper,International entrepreneurial mobility and innovation: revisiting the phenomenon and future research directions
W7118452653,Paper,Prevalence of plastic waste as a household fuel in low-income communities of the Global South
W7125619734,Paper,Achievements and Prospects of Nanomaterials Used in Electrochemical Biosensors
W7137090518,Paper,Integration of TinyML and LargeML: A Survey of 6G and Beyond
W3200524819,Paper,Incorporation of nanomaterials into delivery systems of antioxidants: A review
W3201335432,Paper,The decorative art of Indochinese architecture in Saigon - Ho Chi Minh City
W3212113658,Paper,Application of information technology in conservation and promotion of Vietnamese Ca trù singing in Hanoi
W3213241775,Paper,Effects of a discrete heat sources located on the air channel on the performance of a Trombe wall
W3213466285,Paper,"Applying information technology in conservation and promotion of the heritage of Dâu Pagoda in Bắc Ninh Province, Vietnam"
W3214406573,Paper,Artificial neural network for building energy consumption prediction
W4295941572,Paper,New look at secure performance of massive MIMO with low-resolution DACs
W4311137246,Paper,For improvements in chromatic scales and luminescent fluxes of white lights: developing a dual-layer remote phosphor structure
W4383484815,Paper,"(g− 2)e, μ and decayseb→eaγ in a SU(4)L⊗U(1)Xmodel with inverse seesaw neutrinos"
W4385891544,Paper,A refined convergence analysis of Popov's algorithm for pseudo-monotone variational inequalities
W4386365428,Paper,Antioxidant and Hepatoprotective Activities of Paris polyphylla Sm. Rhizome Extract in Cyclophosphamide-Induced Hepatic Damaged Mice
W4390883126,Paper,Global solutions to a modified Fisher-KPP equation
W4392734781,Paper,How is the Australian tourism and hospitality curriculum and assessment quality framework perceived elsewhere? A Taiwanese case study
W4394747446,Paper,A theoretical study on optical field distribution and absorption of stacked thin films supported by a reflective back layer
W4399007353,Paper,Platelet-rich fibrin as an apical barrier for MTA placement in the treatment of teeth with open apices: a pilot study
W4399665885,Paper,"Ethnopharmacology, genetic diversity, phytochemistry and pharmacological effects of Panax vietnamensis Ha et Grushv.: A review"
W4400253720,Paper,Reconstructing the historical distribution of diffusion equation with poly-fractional operator in multi-dimensional space
W4401257954,Paper,Antibacterial Potentials of Blumea balsamifera L. Essential Oil Against Streptococcus Pyogenes and Streptococcus Pneumoniae: In Vitro and In Silico Screening
W4401665864,Paper,Semi-analytical results for transient poroelastic behavior of a functionally graded hollow sphere
W4402448177,Paper,Critical Review of Common Issues in Classroom Procedure of Vietnamese Classroom in The New Era
W4402994292,Paper,Training artificial neural networks using self-organizing migrating algorithm for skin segmentation
W4404299054,Paper,Current Status of First-Grade Students' Adaptability in Learning Activities
W4406031591,Paper,TED Talk and YouTube for English
W4406602578,Paper,Anatomy-specific two-stage YOLOv8 approach for improved coronary segmentation using the ARCADE dataset
W4406739004,Paper,Economic evaluations  of strategies targeting pre-diagnosis dementia  populations: Protocol for a systematic review
W4407742590,Paper,Decellularized Membrane Derived from the Cell-Produced Extracellular Matrix of 1-Day-Old Porcine Cartilage Can Be a Substitute for Periosteal Patches in Autologous Chondrocyte Implantation
W4408599233,Paper,Some Measures To Enhance First-Grade Students' AdaptabilityTo Learning Activities
W4408797605,Paper,"Fisheries Bycatch in a Tropical Mangrove Forest, with a Focus on Gobies: a Case Study in Xuan Thuy National Park, Vietnam"
W4409011317,Paper,The effects of IT capability and distribution competence on business performance of retailers in Omnichannel
W4409117302,Paper,Energy Efficiency in Buildings: Smart Glass Technology Evaluation and Selection Model
W4409178946,Paper,Correcting Multiple Spaces in Adult Patients With Precise Tooth Movement Control Using In‐House Clear Aligners
W4410228494,Paper,Polarization Reconfigurable Antenna Based on SIW Cavity for mmWave Applications
W4410369190,Paper,Aesthetic Orthodontic Management of an Iatrogenic Malocclusion Induced by Lingual Appliance Using In‐House Clear Aligners
W4411025224,Paper,High-efficiency two-channel magneto-optical switching and Kerr nonlinearity control using a static magnetic field in a degenerate four-level atomic medium
W4411134673,Paper,Mathematical Model of Thin Layer Drying of Purple Yam by Infrared Assisted Heat Pump Drying
W4411310108,Paper,Assessing the incubation time in antifungal susceptibility testing using the agar-based disk diffusion method
W4411492197,Paper,Comparison of Accuracy between Digital and Conventional Impression Techniques in Full-Arch Edentulous Implant Patients: An In Vitro Study
W4412422965,Paper,Genomic Characterization and Antibiotic Resistance Profiles of <i>Acinetobacter baumannii</i> Isolates From Intensive Care Units in Vietnam
W4412726646,Paper,Surface Activity of <i>n</i> -Carboxylic Acids
W4412866347,Paper,Design of AgI/BiVO<sub>4</sub> heterostructures for photocatalytic antibiotic removal and antimicrobial action
W4412995744,Paper,Molecular Insights into the Interaction between CD147 and the SARS-CoV-2 Spike Protein
I4210107217,Institution,University Hospital of Larissa
I4210123993,Institution,Van Lang University
I4210114368,Institution,Danieli (Italy)
I4210095101,Institution,Hue University
I2802508454,Institution,University of Medicine and Pharmacy at Ho Chi Minh City
I4210115718,Institution,Thai Nguyen University
I4387154951,Institution,Tay Nguyen University
I67255865,Institution,Hoa Sen University
I4210141768,Institution,Hue University of Education
I4210137358,Institution,Quy Nhon University
I123565023,Institution,Vietnam National University Ho Chi Minh City
I4210152550,Institution,Abt Global (United States)
I4210143324,Institution,Guangxi Center for Disease Prevention and Control
I1287643137,Institution,Mount Sinai Beth Israel
I4210095633,Institution,General Department of Preventive Medicine
I4210152602,Institution,Ministry of Health
I4210163374,Institution,Institute for Reproductive and Family Health
I4210095799,Institution,Andersen (United States)
I2800701776,Institution,Katherine Hospital
I4210159832,Institution,Reynolds American (United States)
I8775707,Institution,Vietnamese-German University
I192455969,Institution,York University
I94518387,Institution,Hanoi University of Science and Technology
I152815399,Institution,Singapore University of Technology and Design
I172675005,Institution,Nanyang Technological University
I3020192730,Institution,Trường ĐH Nguyễn Tất Thành
I4210147407,Institution,EveryCat Health Foundation
I2799937713,Institution,Louisiana State University at Eunice
I4210110470,Institution,Richard Wolf (Germany)
I1287097855,Institution,Atkins (United States)
I103605065,Institution,Berry College
I4210142967,Institution,J.C. Blair Memorial Hospital
I191642347,Institution,Stazione Sperimentale del Vetro
I4210124898,Institution,John D Bray MD
I68278413,Institution,Brooks Automation (Germany)
I4210118850,Institution,Charlton Memorial Hospital
I149704539,Institution,Deakin University
I4210159988,Institution,Hood Technology (United States)
I4210135298,Institution,Jensen Hughes (United States)
I4210157079,Institution,Klein Buendel (United States)
I164865396,Institution,LIM College
I4210100553,Institution,MARK Resources (United States)
I4210105596,Institution,Morrison Tech
I4210113609,Institution,Nation University
I4210140284,Institution,Mykolaiv Observatory
I4210120772,Institution,Edison (Italy)
I4210156678,Institution,Jeffrey Modell Foundation
I4210148804,Institution,Ospedale San Giuseppe
I4210143550,Institution,Taylor's University
I181727666,Institution,University of Economics Ho Chi Minh City
I55383850,Institution,Tashkent State University of Economics
I4210111957,Institution,Bình Dương University
I4391012539,Institution,Thu Dau Mot University
I83978394,Institution,John Marshall Law School
I4210094501,Institution,Ferrer Grupo (Spain)
I4210090642,Institution,Griffin Hospital
I123946342,Institution,Binghamton University
I26725883,Institution,Shimizu (Japan)
I4210093012,Institution,Nippon Zoki (Japan)
I4210131859,Institution,Michael & Associates
I4387155935,Institution,HUTECH University
I47265099,Institution,Ho Chi Minh City University of Technology
I4210139239,Institution,Helmholtz-Zentrum Hereon
I3133086891,Institution,Hochschule für Angewandte Wissenschaften Kiel
I32021983,Institution,Christian-Albrechts-Universität zu Kiel
I143578492,Institution,Asia University
I28777354,Institution,Sejong University
I80947539,Institution,Fuzhou University
I43369023,Institution,"California State University, San Bernardino"
I6469544,Institution,City University of Macau
I187855631,Institution,Foreign Trade University
I154757721,Institution,University of Piraeus
I197854408,Institution,University of Malta
I3129629310,Institution,Ho Chi Minh University of Banking
I913481162,Institution,Wageningen University & Research
I70349855,Institution,Vietnam Academy of Science and Technology
I7726996,Institution,Henan University of Economic and Law
I179311214,Institution,Gulf University for Science & Technology
I4210116271,Institution,Ho Chi Minh City University of Industry and Trade
I49382586,Institution,An Giang University
I4210120055,Institution,Hong Bang International University
I111428342,Institution,Hitotsubashi University
I157358134,Institution,RMIT Vietnam
I141445968,Institution,Ton Duc Thang University
I4394709108,Institution,Zhejiang Yuexiu University
I5343935,Institution,Guilin University of Electronic Technology
I87445476,Institution,Xi'an Jiaotong University
I82828225,Institution,King Mongkut's University of Technology North Bangkok
I226567900,Institution,Muhammadiyah University of Yogyakarta
I4210109591,Institution,Thuongmai University
I3131622653,Institution,Yangon Technological University
I11983389,Institution,Manchester Metropolitan University
I71503853,Institution,University of Algarve
I4400573217,Institution,Aisyah University
I31079310,Institution,Al al-Bayt University
I4210090457,Institution,Al-Nisour University College
I3124059619,Institution,China University of Geosciences
I189210763,Institution,Yunnan University
I4210131885,Institution,Yunnan Institute of Environmental Sciences
I4210140379,Institution,Institute of Rock and Soil Mechanics
I4210165038,Institution,University of Chinese Academy of Sciences
I3123069486,Institution,Perm National Research Polytechnic University
I4210100043,Institution,Superior University
I84339108,Institution,Sunway University
I153455119,Institution,University of Zimbabwe
I202539009,Institution,Industrial University of Ho Chi Minh City
I142208455,Institution,VSB - Technical University of Ostrava
I3129492623,Institution,University of Da Nang
I4210088961,Institution,Biotechnology Research Center
I198105771,Institution,Kasetsart University
I4210090073,Institution,Novem (Netherlands)
I38538140,Institution,Asian Institute of Technology
I75881417,Institution,WorldFish
I158708052,Institution,Chulalongkorn University
I103583917,Institution,Karachi Institute of Economics and Technology
I32597200,Institution,Ghent University
I4210096063,Institution,Ho Chi Minh City Open University
I4210097369,Institution,Center for Clinical Care and Research in Nigeria
I56081889,Institution,Mendel University in Brno
I170238339,Institution,Duy Tan University
I4880106,Institution,Feng Chia University
I157394403,Institution,Baylor University
I110166357,Institution,University of Delhi
I4401726839,Institution,Delhi Skill and Entrepreneurship University
I54001450,Institution,Düzce Üniversitesi
I120089902,Institution,Ho Chi Minh City University of Transport
I169333911,Institution,Gdańsk University of Technology
I4388891809,Institution,Dong A University
I137407579,Institution,Université Oran 1 Ahmed Ben Bella
I4210164694,Institution,Hassiba Benbouali University of Chlef
I4210114709,Institution,Housing and Building National Research Center
I4210131959,Institution,National Research Centre
I4575257,Institution,Hanyang University
I252758333,Institution,Govind Ballabh Pant University of Agriculture and Technology
I4210101969,Institution,Dalat University
I14243506,Institution,Hong Kong Polytechnic University
I145487455,Institution,Cairo University
I159247623,Institution,Mansoura University
I848706,Institution,Sungkyunkwan University
I109689652,Institution,FPT University
I12912129,Institution,Northeastern University
I4210088746,Institution,University of Khanh Hoa
I25757504,Institution,China University of Mining and Technology
I4210098369,Institution,Institute of Disaster Prevention
I132210918,Institution,North China Institute of Science and Technology
I63135867,Institution,University of Cincinnati
I194450716,Institution,Jilin University
I46080048,Institution,Jahangirnagar University
I99574509,Institution,Bangladesh Atomic Energy Commission
I28022161,Institution,King Saud University
I139398662,Institution,South Carolina State University
I4210131701,Institution,Institute for Computational Science and Technology
I4210160086,Institution,Dong Thap University
I161913731,Institution,Al Ain University
I131948415,Institution,National Taichung University of Science and Technology
I2799888298,Institution,Skyline University College
I193670377,Institution,University of Karachi
I174731842,Institution,Islamia University of Bahawalpur
I99542240,Institution,Polish Academy of Sciences
I83436808,Institution,Hankuk University of Foreign Studies
I2613432,Institution,University of South Florida
I4210096295,Institution,University of Finance - Marketing
I207776796,Institution,Overseas Chinese University
I47807185,Institution,Saigon University
I185163786,Institution,King Abdulaziz University
I55547365,Institution,Payame Noor University
I177477856,Institution,Politecnico di Torino
I151746483,Institution,University of Waterloo
I67009956,Institution,Iran University of Science and Technology
I98358874,Institution,Delft University of Technology
I86958956,Institution,Ferdowsi University of Mashhad
I176601375,Institution,Khalifa University of Science and Technology
I12450925,Institution,Nha Trang University
I205274468,Institution,Trinity College Dublin
I4210142044,Institution,VinUniversity
I98381234,Institution,University of Oulu
I4210124651,Institution,Phenikaa University
I126231945,Institution,Queen's University Belfast
I186903577,Institution,University of Luxembourg
I4210086947,Institution,Institute of Physics
I4210093468,Institution,Hanoi University of Natural Resources and Environment
I2801894621,Institution,Hai phong University Of Medicine and Pharmacy
I3132161128,Institution,Hai Phong University
I4210132950,Institution,Stomatology Hospital
I4210138746,Institution,Vietnam National Children's Hospital
I4210148201,Institution,Ho Chi Minh City University of Technology and Engineering
I177733328,Institution,Can Tho University
I4210109089,Institution,National Institute Of Hygiene And Epidemiology
I4210146230,Institution,National Institute of Nutrition
I4210153650,Institution,Viet Duc Hospital
I4210115079,Institution,Center for Health Consultation and Community Development
I2799883749,Institution,Da Nang Hospital
I132118926,Institution,Austrian Institute of Technology
I152743029,Institution,Kaohsiung Medical University
I2802587341,Institution,Kaohsiung Medical University Chung-Ho Memorial Hospital
I47519274,Institution,Taipei Medical University
I142974352,Institution,National Sun Yat-sen University
I4210136334,Institution,Chi Mei Medical Center
I56019348,Institution,Chia Nan University of Pharmacy and Science
I4210133311,Institution,Shoolini University
I80281795,Institution,University of Otago
I21250087,Institution,Charles University
I182526193,Institution,Thuyloi University
I119511950,Institution,Glasgow School of Art
I7882870,Institution,University of Glasgow
I206093572,Institution,Nexen (Canada)
I4210118607,Institution,Kaohsiung Armed Forces General Hospital
I68171755,Institution,National Defense Medical Center
I2802331550,Institution,Taipei Medical University Hospital
I365282,Institution,Albany College of Pharmacy and Health Sciences
I4210142271,Institution,Wan Fang Hospital
I106841677,Institution,Mother Teresa Women's University
I157674215,Institution,Presidency University
I91279580,Institution,Chung Shan Medical University
I4210104362,Institution,Chung Shan Medical University Hospital
I98298690,Institution,I-Shou University
I4210137722,Institution,Indonesia International Institute for Life Sciences
I1293718874,Institution,Tri-Service General Hospital
I4210113809,Institution,Chia-Yi Christian Hospital
I162709352,Institution,Sul Ross State University
I94328231,Institution,University of Rio Grande and Rio Grande Community College
I4210095073,Institution,Sustainability Institute
I4210138427,Institution,Computational Physics (United States)
I4210093057,Institution,Faculty (United Kingdom)
I4210127672,Institution,Engineering (Italy)
I1338034494,Institution,XLAB (Slovenia)
I204778367,Institution,Norwegian University of Science and Technology
I18550681,Institution,Pham Ngoc Thach University of Medicine
I196345858,Institution,Chungnam National University
I4210100829,Institution,Le Hong Phong High School for the Gifted
I2802701112,Institution,Institut Pasteur in Ho Chi Minh City
I4210101453,Institution,Saint Petersburg Pasteur Institute
I23582244,Institution,Ho Chi Minh City University of Science
I52179390,Institution,University of Waikato
I173888879,Institution,SINTEF
I205640436,Institution,Curtin University
I4210095603,Institution,Vietnam Posts and Telecommunications Group (Vietnam)
I4210150999,Institution,Research Institute of Posts and Telecommunications
I4210134642,Institution,Lac Hong University
I8961855,Institution,Universidad Nacional Autónoma de México
I875944469,Institution,Koneru Lakshmaiah Education Foundation
I193352282,Institution,Daegu Gyeongbuk Institute of Science and Technology
I86987016,Institution,KTH Royal Institute of Technology
I184531372,Institution,OsloMet – Oslo Metropolitan University
I4210153474,Institution,Simula Metropolitan Center for Digital Engineering
I117222138,Institution,Abu Dhabi University
I163161326,Institution,Neumann University
I4210160947,Institution,Abt Associates (Nepal)
I16473318,Institution,Langston University
I4210156945,Institution,Q.D. Research
I4210090479,Institution,Graduate School Experimental Plant Sciences
I4210088287,Institution,Klinik Preetz
I127073530,Institution,OhioHealth
I1288070718,Institution,Grant Medical Center
I2800593602,Institution,Kilgore College
I38686511,Institution,Chaffey College
I4210117845,Institution,University Of Information Technology
I4210136912,Institution,Wyższa Szkoła Technologii Informatycznych w Warszawie
I4210104442,Institution,Ho Chi Minh City University of Education
I108108428,Institution,Thammasat University
I4210139842,Institution,Tay Bac University
I82475049,Institution,Suranaree University of Technology
I173009982,Institution,Iwate University
I4210110097,Institution,Langdon Hospital
I145311948,Institution,Johns Hopkins University
I75027704,Institution,University of Tennessee at Knoxville
I69356397,Institution,Xi’an Jiaotong-Liverpool University
I182534213,Institution,Universidade do Porto
I135768898,Institution,Ritsumeikan University
I4210139642,Institution,The State Bank of Vietnam
